1	0.07806652	0	0	0	0	0.069939281	0.042075424	0.022788932	0.035212085	0.058628832
1.125	0.050962596	0	0	0	0	0.031320472	0.011377776	0.018171876	0.02376866	0.03358097
1.25	0.029303895	0	0	0	0	0.019436391	0.008323248	0.018171876	0.02376866	0.03358097
1.375	0.013708025	0	0	0	0	0.004575686	0.001199534	0.01615922	0.017452865	0.022625266
1.5	0.005485613	0	0	0	0	0.001377798	0.000390549	0.01615922	0.017452865	0.022625266
1.625	0.003490403	0	2.37369E-07	4.90823E-07	0	0.000303784	5.99305E-05	0.01398114	0.010816624	0.012126309
1.75	0.002969936	1.34213E-06	0	0	3.65753E-07	0.000386461	8.25007E-05	0.01398114	0.010816624	0.012126309
1.875	0.002668545	2.68426E-07	3.56053E-07	1.22706E-07	7.31506E-07	1.52842E-05	3.85157E-07	0.013454965	0.009606246	0.010652129
2	0.002377891	1.0737E-06	1.18684E-07	3.19035E-06	1.09726E-06	5.78108E-06	2.31094E-07	0.013454965	0.009606246	0.010652129
2.125	0.002037389	5.50274E-06	2.37369E-07	2.69953E-06	2.80411E-06	8.96464E-05	3.07355E-05	0.010931933	0.002975373	0.003232694
2.25	0.00166979	2.41584E-06	5.93421E-07	1.96329E-06	3.65753E-07	2.37579E-07	0	0.010931933	0.002975373	0.003232694
2.375	0.001303213	6.1738E-06	3.91658E-06	2.45411E-07	2.92602E-06	0.002902895	0.002407541	0.010070634	0.002179132	0.002477173
2.5	0.000856624	3.22111E-06	3.7979E-06	2.82223E-06	2.56027E-06	1.58386E-07	0	0.010070634	0.002179132	0.002477173
2.625	0.000310338	9.79756E-06	3.20448E-06	3.43576E-06	3.04794E-06	1.90063E-06	6.16252E-07	0.008470406	0.000926906	0.001024398
2.75	2.55632E-07	7.51593E-06	5.10342E-06	3.06764E-06	1.21918E-06	3.95964E-07	0	0.008470406	0.000926906	0.001024398
2.875	0	6.1738E-06	7.59579E-06	2.94494E-06	7.80273E-06	0.00056029	0.000388624	0.008857491	0.001785231	0.001902844
3	0	1.10055E-05	5.69684E-06	2.22097E-05	1.0363E-05	0	0	0.008857491	0.001785231	0.001902844
3.125	0	8.32121E-06	6.765E-06	5.52176E-06	4.75479E-06	0	0	0.006599597	0.00041011	0.000503278
3.25	0	2.36215E-05	1.93455E-05	8.95752E-06	3.41369E-06	0	0	0.006599597	0.00041011	0.000503278
3.375	0	1.95951E-05	6.64632E-06	4.66282E-06	5.60821E-06	0	0	0.006571885	0.000334854	0.000400517
3.5	0	1.8924E-05	1.38861E-05	8.5894E-06	1.14603E-05	0	0	0.006571885	0.000334854	0.000400517
3.625	0	2.63058E-05	1.04442E-05	2.23324E-05	1.01192E-05	0	0	0.005025879	0.000246815	0.000275969
3.75	0	1.87898E-05	1.61411E-05	1.96329E-05	1.54835E-05	0	0	0.005025879	0.000246815	0.000275969
