0 	 9.134587
5 	 11.785317
10 	 12.892237
15 	 15.938746
20 	 20.080240
25 	 24.770196
30 	 29.480676
35 	 34.243796
40 	 39.079503
45 	 43.883667
50 	 48.794214
55 	 53.713229
60 	 58.492693
65 	 63.470986
70 	 68.402497
75 	 73.220369
80 	 79.131844
85 	 89.911692
90 	 105.412211
95 	 124.127754
100 	 144.952746
