687.042601	100.000000	10.903161
1694.064642	100.000000	11.033161
2797.557865	100.000000	11.059838
3907.273868	100.000000	11.303161
4922.025365	100.000000	11.204116
6161.252857	100.000000	11.420788
7406.710432	100.000000	14.300499
8956.073703	100.000000	14.155141
10409.359183	100.000000	13.411802
12203.537920	100.000000	17.456862
13460.890211	100.000000	13.270802
16438.196991	100.000000	21.499524
19884.297215	100.000000	20.874413
23160.721746	100.000000	10.976065
26878.943088	100.000000	10.908161
28342.596331	100.000000	7.507823
28582.795738	100.000000	154496.449226	64.389460	4227.530207
4712.454754	1.139931	18.621653
4929.932042	2.212571	16.721697
5208.013791	75.490874	66.189541
5508.184777	100.37285.922684	100.5811.809013	100.041875.529827	100.000000	10.731161
46320.083057	100.000000	11.177065
46417.474814	100.000000	7.492823
46492.456132	100.000000	7.633207
46558.955336	100.000000	7.645823
46628.046236	100.000000	14.456499
46697.044889	8006.455047	100.000046763.522809	8331.274635	100.0000046834.0747758611.692773	100.000000	81.771621
8895.752420	100.000000	68.485105
9195.955556	100.000000	62.579422
9501.322583	100.000000	78.118310
9823.412141	100.000000	39.281229
10158.646531	100.000000	46.033058
10477.640265	100.000000	47.796670
10812.007751	100.000000	36.298995
11142.207028	100.000000	34.328165
11491.373218	100.000000	35.572309
11809.759676	100.000000	52.407423
12150.324234	100.000000	31.564845
12485.460243	100.000000	31.495699
12821.658561	100.000000	34.666593
13141.326934	100.000000	56.683423
13483.270896	100.000000	30.621162
13826.752221	100.000000	42.617385
14140.445439	100.000000	51.195892
14481.672093	100.000000	30.920456
14742.471337	100.000000	33.337058
14943.593895	100.000000	31.732175
15154.620128	100.000000	32.506055
15384.933163	100.000000	50.845348
15565.791916	100.000000	30.013581
15810.853203	100.0060580.921610	1016024.669564	100.0062178.322798	1016196.832815	100.0063513.755444	100.000000	11.402066
64764.676792	100.000000	12.910802
65922.323397	100.000000	12.613141
66957.021313	100.000000	11.133833
67924.004409	100.000000	11.080065
68901.600171	100.000000	11.069453
69726.411819	100.000000	11.043161
70640.761858	100.000000	11.171161
71511.669233	100.000000	11.368479
72372.116155	100.000000	11.077838
73152.710872	100.000000	11.596176
74049.897719	100.000000	11.192065
75060.220143	100.000000	11.205161
76121.332999	100.000000	11.516141
77064.944763	100.000000	11.150065
78222.170104	100.000000	14.964156
79178.040287	100.000000	12.072070
80156.901355	100.000000	11.234065
81063.665405	100.000000	11.238737
82119.185234	100.000000	11.118161
83051.758770	100.000000	11.046161
84087.159390	100.000000	11.214126
